what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1329820699624
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1329820699624
java.specification.name,sysinfo,,,"Java Platform API Specification",1329820699624
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329820699624
java.specification.version,sysinfo,,,"1.6",1329820699624
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1329820699624
java.version,sysinfo,,,"1.6.0_23",1329820699624
java.vm.info,sysinfo,,,"mixed mode",1329820699624
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1329820699624
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329820699624
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329820699624
java.vm.specification.version,sysinfo,,,"1.0",1329820699624
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1329820699624
java.vm.version,sysinfo,,,"19.0-b09",1329820699624
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1329820699718
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1329820699771
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1329820699901
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1329820699906
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1329820699940
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1329820699949
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1329820700135
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1329820700146
started,bundle,com.altera.sbtgui.integration,11.1.0.173,"com.altera.sbtgui.integration",1329820700235
started,bundle,com.altera.systemconsole,11.1.0.173,"com.altera.systemconsole",1329820700258
started,bundle,com.altera.utilities,11.1.0.173,"com.altera.utilities",1329820700399
started,bundle,com.altera.sbtgui.launch,11.1.0.173,"com.altera.sbtgui.launch",1329820701767
started,bundle,com.altera.sbtgui.core,11.1.0.173,"com.altera.sbtgui.core",1329820702152
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1329820702247
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820703568
started,bundle,org.eclipse.core.databinding,1.3.100.I20100601-0800,"org.eclipse.core.databinding",1329820706057
started,bundle,org.eclipse.core.databinding.property,1.3.0.I20100601-0800,"org.eclipse.core.databinding.property",1329820706071
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329820706241
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1329820708684
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1329820708740
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1329820728982
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820729021
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1329820731150
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329820732395
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820735246
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1329820738909
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820738928
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1329820739846
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820741638
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820744197
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820744462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820747241
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820750492
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820753203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820753346
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820756975
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329820756988
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1329820762397
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329820764231
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820766959
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1329820786704
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820786751
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1329820788231
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329820789557
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820792100
error,log,,,"Unhandled event loop exception",1329820866337
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1329820877783
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820877802
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1329820879607
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329820880905
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820883616
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1329820885595
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820885612
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1329820886487
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820888071
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820889975
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329820890679
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1329820904542
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820924117
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820943946
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329820943971
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820948084
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820954424
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820960376
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329820987659
