what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"linux",1329424671014
arch,sysinfo,,,"x86",1329424671014
ws,sysinfo,,,"gtk",1329424671014
locale,sysinfo,,,"en_US",1329424671014
processors,sysinfo,,,"2",1329424671014
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1329424671014
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1329424671014
java.specification.name,sysinfo,,,"Java Platform API Specification",1329424671014
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329424671014
java.specification.version,sysinfo,,,"1.6",1329424671014
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1329424671014
java.version,sysinfo,,,"1.6.0_23",1329424671014
java.vm.info,sysinfo,,,"mixed mode",1329424671014
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1329424671014
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329424671014
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329424671014
java.vm.specification.version,sysinfo,,,"1.0",1329424671014
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1329424671014
java.vm.version,sysinfo,,,"19.0-b09",1329424671014
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1329424671097
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1329424671108
started,bundle,com.altera.sbtgui.integration,11.1.0.173,"com.altera.sbtgui.integration",1329424671213
started,bundle,com.altera.systemconsole,11.1.0.173,"com.altera.systemconsole",1329424671227
started,bundle,com.altera.utilities,11.1.0.173,"com.altera.utilities",1329424671279
started,bundle,com.altera.sbtgui.launch,11.1.0.173,"com.altera.sbtgui.launch",1329424671845
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1329424739148
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1329424739149
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1329424739150
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1329424739157
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1329424739157
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1329424739158
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1329424739160
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1329424739161
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1329424739161
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1329424739161
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1329424739169
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1329424739170
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1329424739188
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1329424739189
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1329424739189
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1329424739190
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1329424739191
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1329424739192
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1329424739193
