what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.sbtgui.core,11.1.0.173,"com.altera.sbtgui.core",1329423101160
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1329423101248
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329423105356
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329423105523
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1329423105706
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1329423105817
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329423113061
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1329423119058
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1329423119064
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1329423119372
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1329423120277
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1329423120400
opened,view,com.altera.sbtgui.launch,11.1.0.173,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1329423121424
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1329423121780
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1329423121821
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [5-2]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1329423122968
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [5-2]', --device=1, --instance=0, --go, --accept-bad-sysid, /home/darius/Projects/altera/de0_vga/hw/de0_vga_qsys/software/de0_vga_qsys_application/de0_vga_qsys_application.elf] return code: 4, 'other error'",1329423125549
error,log,,,"Downloading ELF Process failed",1329423125552
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329423125655
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329423128245
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329423129058
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329423133586
activated,view,com.altera.sbtgui.launch,11.1.0.173,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1329423145613
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329423145918
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [5-2]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1329423146834
activated,view,com.altera.sbtgui.launch,11.1.0.173,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1329423149659
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1329423165380
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329423165936
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329423420101
activated,view,com.altera.sbtgui.launch,11.1.0.173,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1329423421590
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1329423423103
